Date,Energy,Utilities,IT,Materials,Industrials,ConsumerDiscretionary,ConsumerStaples,healthcare,Financials,CommunicationServices,RealEstate,sp500,wti_spot,VIX,FedFunds,inflation_yoy,UNRATE,INDPRO
10-11-2023,637.88,305.68,3193.75,486.8,866.21,1280.591,728.23,1469.99,562.95,231.9,215.43,4415.24,77.92,14.17,5.33,0.031398556,3.7,102.8868
17-11-2023,643.5,314.76,3247.72,504.69,891.12,1323.931,732.38,1492.44,581.31,237.25,225.03,4514.02,76.98,13.8,5.33,0.031398556,3.7,102.8868
24-11-2023,645.08,316.5,3267.66,509.8,897.82,1334.139,742.94,1525.24,587.2,240.22,227.39,4559.34,77.02,12.46,5.33,0.031398556,3.7,102.8868
01-12-2023,644.36,320.51,3278.62,522.84,917.07,1353.935,747.05,1532.57,599.47,234.23,237.93,4594.63,75.49,12.63,5.33,0.033222002,3.8,102.6309
08-12-2023,623.22,319.56,3302.74,513.85,918.97,1369.429,737.75,1535.68,598.79,237.5,236.99,4604.37,70.71,12.35,5.33,0.033222002,3.8,102.6309
15-12-2023,638.29,322.36,3386.07,534.42,951.8,1416.962,749.43,1558.59,620.17,237.27,249.47,4719.19,70.11,12.28,5.33,0.033222002,3.8,102.6309
22-12-2023,648.91,318.28,3388.11,540.47,957.94,1424.208,754.16,1575.27,621.91,247,250.1,4754.63,73.23,13.03,5.33,0.033222002,3.8,102.6309
29-12-2023,640.05,321.92,3397.16,539.62,964.73,1418.085,762.32,1590.36,626.35,246,251.58,4769.83,73.52,12.45,5.33,0.033222002,3.8,102.6309
05-01-2024,647.23,327.84,3259.48,531.94,944,1369.16,762.55,1623.32,628.43,243.15,246.8,4697.24,72.49,13.35,5.33,0.031079426,3.7,101.483
12-01-2024,631.77,321.7,3417.85,526.4,949.41,1390.054,771.38,1637.75,625.08,251.52,248.37,4783.83,72.03,12.7,5.33,0.031079426,3.7,101.483
19-01-2024,612.33,309.79,3565.21,518.55,952.12,1397.23,763.37,1625.99,630.96,256.42,243.07,4839.81,73.36,13.3,5.33,0.031079426,3.7,101.483
26-01-2024,643.85,311.1,3598.29,520.05,960.37,1377.669,769.72,1622.26,642.82,268,241.83,4890.97,76.36,13.26,5.33,0.031079426,3.7,101.483
02-02-2024,637.35,312.21,3625.92,524.02,978.44,1429.552,786.09,1654.34,648.01,272.38,240.65,4958.61,75.78,13.85,5.33,0.031664212,3.9,102.7267
09-02-2024,635.81,305.72,3742.2,524.12,989.85,1450.308,775.65,1678,649.17,275.17,241.26,5026.61,75.05,12.93,5.33,0.031664212,3.9,102.7267
16-02-2024,649.59,309.85,3650.21,536.49,998.28,1439.108,776.82,1695.12,658.55,270.73,240.82,5005.57,78.17,14.24,5.33,0.031664212,3.9,102.7267
23-02-2024,652.35,313.42,3721.99,546.67,1016.05,1461.272,793.18,1720.8,669.07,274.75,242.95,5088.8,78.71,13.75,5.33,0.031664212,3.9,102.7267
01-03-2024,660.81,311.46,3815.25,553.03,1026.2,1491.024,788.91,1702.79,668.58,273.9,248.07,5137.08,79.58,13.11,5.33,0.034690014,3.9,102.5186
08-03-2024,668.5,321.41,3774.23,561.79,1032.45,1452.394,796.14,1703.26,673.97,272.12,251.68,5123.69,79.53,14.74,5.33,0.034690014,3.9,102.5186
15-03-2024,693.48,319.7,3760.29,570.26,1030.54,1435.101,799.72,1690.34,676.95,273.37,243.82,5117.09,80.43,14.41,5.33,0.034690014,3.9,102.5186
22-03-2024,705.67,324.34,3869.95,575.83,1060.31,1475.132,806.75,1696.81,689.52,286.45,242.74,5234.18,82.79,13.06,5.33,0.034690014,3.9,102.5186
29-03-2024,721.24,333.49,3821.05,585.16,1066.71,1485.487,814.23,1723.97,701.32,284.29,248.16,5254.35,82.73,13.01,5.33,0.034690014,3.9,102.5186
05-04-2024,749.39,331.02,3782.91,584.35,1064.12,1457.52,792.47,1671.02,691.31,291.3,240.85,5204.34,86.35,16.03,5.33,0.033540471,3.9,102.3568
12-04-2024,734.96,326.08,3774.45,566.21,1040.47,1447.581,782.99,1618.87,666.45,289.83,233.47,5123.41,86.5,17.31,5.33,0.033540471,3.9,102.3568
19-04-2024,725.99,332.18,3500.44,560.03,1019.51,1382.137,794.27,1618.78,671.82,280.48,224.97,4967.23,84.65,18.71,5.33,0.033540471,3.9,102.3568
26-04-2024,731.34,336.09,3679.38,563.68,1038.07,1430.486,806.49,1630.84,678.86,288.11,228.57,5099.96,84.48,15.03,5.33,0.033540471,3.9,102.3568
03-05-2024,706.8,347.36,3734.81,563.67,1038.97,1453.333,809.66,1640.42,674.59,286.53,232.06,5127.79,81.74,13.49,5.33,0.032388664,4,102.9797
10-05-2024,716.44,361.36,3787.39,578.21,1062.84,1455.722,828.29,1672.26,695.29,292.33,236.78,5222.68,80.26,12.55,5.33,0.032388664,4,102.9797
17-05-2024,721.66,365.85,3897.2,579.79,1059.01,1454.92,834.43,1703.01,704.84,297.29,242.76,5303.27,80.61,11.99,5.33,0.032388664,4,102.9797
24-05-2024,694.07,361.6,4031.15,574.79,1051.77,1427.976,823.43,1680.72,690.92,298.03,233.79,5304.72,79.43,11.93,5.33,0.032388664,4,102.9797
31-05-2024,708.04,367.47,3972.21,575.27,1042.88,1423.511,824.23,1670.88,691.28,296.23,238,5277.51,79.52,12.92,5.33,0.032388664,4,102.9797
07-06-2024,683.43,353.03,4124.37,563.6,1032.74,1445.294,828.01,1703.44,688.05,301.34,237.46,5346.99,75.53,12.22,5.33,0.029700854,4.1,103.2534
14-06-2024,667.58,352.79,4389.32,558.52,1022.35,1449.125,818.05,1696.64,674.29,303.99,240.29,5431.6,79.24,12.66,5.33,0.029700854,4.1,103.2534
21-06-2024,680.02,350.06,4360.22,562.77,1038.17,1485.288,825.33,1706.48,685.73,306.32,239.52,5464.62,82.26,13.2,5.33,0.029700854,4.1,103.2534
28-06-2024,698.23,346.33,4341.09,556.5,1031.96,1492.139,819.86,1700.33,684.26,310.19,241.17,5460.48,82.53,12.44,5.33,0.029700854,4.1,103.2534
05-07-2024,689.38,348.28,4508.13,553.95,1026.22,1548.119,828.34,1684.01,690.61,322.31,240.42,5567.19,84.61,12.48,5.33,0.029384633,4.2,102.5192
12-07-2024,692.49,361.87,4531.21,570.39,1050.67,1553.984,828.96,1728.54,704.4,310.81,250.92,5615.35,83.44,12.46,5.33,0.029384633,4.2,102.5192
19-07-2024,706.51,356.24,4298.44,567.76,1056.59,1512.321,836.42,1722.79,712.71,301.87,254.19,5505,82.98,16.52,5.33,0.029384633,4.2,102.5192
26-07-2024,704.8,361.49,4193.42,575.56,1068.6,1477.216,840.98,1745.98,721.84,290.52,255.56,5459.1,79.26,16.39,5.33,0.029384633,4.2,102.5192
02-08-2024,678.47,377.01,4024.5,567.59,1038.8,1414.006,850.74,1757.39,700.04,294.18,262.65,5346.56,77.11,23.39,5.33,0.02610914,4.2,103.0196
09-08-2024,686.4,373.46,4015.16,558.08,1051.25,1399.68,848.26,1746.41,703.87,296.49,262.24,5344.16,76.33,20.37,5.33,0.02610914,4.2,103.0196
16-08-2024,692.25,377.07,4316.77,570.53,1073.54,1472.662,861.82,1779.99,726.5,299.46,262.43,5554.25,79.49,14.8,5.33,0.02610914,4.2,103.0196
23-08-2024,688.81,381.64,4362.95,584.17,1092.68,1503.573,875.63,1810.72,737.63,303.07,271.96,5634.61,74.68,15.86,5.33,0.02610914,4.2,103.0196
30-08-2024,695.86,385.51,4298.51,593.39,1110.78,1500.158,882.6,1829.71,759.21,300.95,272.9,5648.4,76.36,15,5.33,0.02610914,4.2,103.0196
06-09-2024,656.67,383.58,3994.85,564.66,1062.45,1457.249,887.5,1790.65,734.94,285.76,273.32,5408.42,70.02,22.38,5.33,0.024325415,4.1,102.5954
13-09-2024,651.79,396.53,4287.61,582.52,1101.79,1546.781,897.32,1816.48,738.49,297.96,282.64,5626.02,68.82,16.56,5.33,0.024325415,4.1,102.5954
20-09-2024,676.5,404.37,4329.4,591.37,1124.1,1582.218,886.21,1805.9,755.81,308.98,278.92,5702.55,72.14,16.15,5.33,0.024325415,4.1,102.5954
27-09-2024,670.92,408.55,4378.48,611.36,1141.58,1609.919,887,1785.58,751.79,312.12,278.34,5738.17,70.22,16.96,4.83,0.024325415,4.1,102.5954
04-10-2024,717.98,413.01,4380.83,599.28,1146.22,1589.968,873.04,1769.06,759.61,318.99,273.09,5751.07,71.83,19.21,4.83,0.025714035,4.1,102.2138
11-10-2024,714.08,402.39,4490.35,605.33,1170.25,1576.524,875.91,1794.87,773.35,314.56,272.36,5815.03,75.69,20.46,4.83,0.025714035,4.1,102.2138
18-10-2024,695.26,416.16,4526.74,616.97,1177.27,1595.781,881.31,1784.7,792.12,315.65,280.54,5864.67,70.81,18.03,4.83,0.025714035,4.1,102.2138
25-10-2024,690.91,408.22,4534.91,592.25,1144.7,1610.513,872.55,1731.52,775.66,315.22,276.43,5808.12,71.59,20.33,4.83,0.025714035,4.1,102.2138
01-11-2024,676.2,396.74,4386.23,585.02,1132.95,1618.216,861.13,1721.67,774.28,320.03,267.94,5728.8,68.69,21.88,4.83,0.027141684,4.2,101.9503
08-11-2024,717.87,401.48,4624.87,593.55,1200.17,1741.512,871.43,1748.64,817.12,331.94,275.11,5995.54,71.89,14.94,4.83,0.027141684,4.2,101.9503
15-11-2024,722.04,401.46,4478,573.77,1174.44,1721.701,860.88,1651.82,828.75,324.93,269.25,5870.62,68.38,16.14,4.62,0.027141684,4.2,101.9503
22-11-2024,738.83,411.75,4547.35,590.68,1203.39,1748.897,887.58,1678.61,842.7,323.95,276.28,5969.34,70.11,15.24,4.58,0.027141684,4.2,101.9503
29-11-2024,724.06,418.72,4558.68,594.62,1214.04,1789.437,900.88,1713.71,851.98,330.15,281.69,6032.38,68.94,13.51,4.58,0.027141684,4.2,101.9503
06-12-2024,691.13,402.66,4711.26,576.55,1185.91,1894.189,893.89,1678.63,836.85,343.71,274.21,6090.27,68.89,12.77,4.58,0.028723663,4.1,103.0447
13-12-2024,676.68,391.79,4703.8,559.79,1158.8,1920.698,888.06,1639.18,820.73,352.03,267.55,6051.09,69.97,13.81,4.58,0.028723663,4.1,103.0447
20-12-2024,638.92,385.43,4669.54,536.53,1128.15,1870.875,865.68,1603.11,804.29,344.45,254.26,5930.85,70.39,18.36,4.58,0.028723663,4.1,103.0447
27-12-2024,646.67,386.91,4709.4,535.06,1128.17,1879.21,862.9,1620.64,811.4,347.61,255.15,5970.84,70.51,15.95,4.33,0.028723663,4.1,103.0447
,,,,,,,,,,,,,,,,,,102.9343
,,,,,,,,,,,,,,,,,,102.9343
,,,,,,,,,,,,,,,,,,102.9343
,,,,,,,,,,,,,,,,,,102.9343
,,,,,,,,,,,,,,,,,,102.9343
,,,,,,,,,,,,,,,,,,104.0003
