Date,Energy,Utilities,IT,Materials,Industrials,ConsumerDiscretionary,ConsumerStaples,healthcare,Financials,CommunicationServices,RealEstate,sp500,wti_spot,VIX,FedFunds,inflation_yoy,UNRATE,INDPRO
07-01-2005,279,137.31,318.82,177.15,282.06,271.24,237.46,345.72,404.77,126.39,115.03,1186.19,44.07,13.49,2.14,0.028448739,5.3,95.8785
14-01-2005,288.84,139.93,316.34,178.17,280.46,272.62,238.6,344.68,400.2,122.03,114.63,1184.52,46.79,12.43,2.25,0.028448739,5.3,95.8785
21-01-2005,287.36,139.53,307.49,175.74,275.18,266.17,237.98,340.69,396.96,120.75,115.5,1167.87,47.85,14.36,2.28,0.028448739,5.3,95.8785
28-01-2005,293.39,142.75,308.91,175.57,278.66,264.3,239.43,338.96,396.53,119.34,111.19,1171.36,48.56,13.24,2.27,0.028448739,5.3,95.8785
04-02-2005,311.19,147.91,316.27,181.67,283.76,269.95,243.74,345.94,408.69,123.3,115.11,1203.03,46.97,11.21,2.43,0.030530262,5.4,96.5709
11-02-2005,319.34,147.25,315.58,182.87,285.35,269.58,241.74,347.25,410.18,120.51,117.55,1205.3,46.08,11.43,2.50,0.030530262,5.4,96.5709
18-02-2005,333.71,146.51,311.66,187.72,283.72,268.48,241.13,351.56,399.95,118.89,116.77,1201.59,47.82,11.18,2.50,0.030530262,5.4,96.5709
25-02-2005,351.74,147.84,312.98,192.63,284.85,266.67,240.56,354.55,401.69,120.69,116.91,1211.37,51.75,11.49,2.52,0.030530262,5.4,96.5709
04-03-2005,356.04,150.09,313.38,196.02,290.13,270.08,243.64,354.57,404.32,121.78,119.08,1222.13,52.74,11.94,2.51,0.032068413,5.2,96.4345
11-03-2005,339.21,147.29,310.69,192.65,287.51,265.76,238.32,348.67,397.13,119.62,114,1200.08,54.22,12.8,2.50,0.032068413,5.2,96.4345
18-03-2005,348.13,148.34,303.94,190.38,285.7,264.29,237.31,344.06,390.68,116.93,114.93,1189.65,55.93,13.14,2.55,0.032068413,5.2,96.4345
25-03-2005,332.65,145.98,302.76,186.29,283.25,259.763,235.47,346.24,378.41,116,112.34,1171.42,52.95,13.42,2.71,0.032068413,5.2,96.4345
01-04-2005,345.25,148.45,302.58,184.87,281.1,259.984,234.97,344.13,376.96,117.37,113.47,1172.92,54.97,14.09,2.77,0.03361793,5.2,96.6347
08-04-2005,337.79,149.28,304.85,184.51,282.03,260.203,237.68,353.4,381.06,119.05,113.53,1181.2,55.24,12.62,2.81,0.03361793,5.2,96.6347
15-04-2005,314.46,147.03,286.39,169.61,271.65,248.422,235.59,357.74,372.39,114.97,114.06,1142.62,51.44,17.74,2.76,0.03361793,5.2,96.6347
22-04-2005,332.49,150.66,292.43,172.64,274.58,247.678,233.35,354.44,372.47,116.15,115.42,1152.12,52.39,15.38,2.78,0.03361793,5.2,96.6347
29-04-2005,319.92,152.21,292.87,172.44,275.02,245.417,234.84,358.57,381.8,118.15,119.15,1156.85,52,15.31,2.74,0.03361793,5.2,96.6347
06-05-2005,323.99,151.15,298.6,176.65,276.62,251.037,238.43,362.52,386.06,116.13,119.73,1171.35,50.64,14.05,2.96,0.02869288,5.1,96.7251
13-05-2005,304.89,147.56,302.87,165.79,272.77,248.239,235.74,360.29,378.54,114.71,119.52,1154.05,50.33,16.32,2.99,0.02869288,5.1,96.7251
20-05-2005,309.6,150.88,313.92,170.8,282.58,259.601,242.45,364.13,392.29,118.29,125.32,1189.28,47.77,13.14,3.01,0.02869288,5.1,96.7251
27-05-2005,326.98,151.69,318.16,171.77,283.05,261.403,241.14,363.79,393.21,119.56,122.11,1198.78,50.15,12.15,3.01,0.02869288,5.1,96.7251
03-06-2005,331.13,153.4,316.25,171.69,281.69,260.601,240.16,361.54,391.68,120.12,124.39,1196.02,53.76,12.15,3.02,0.02541027,5,97.1483
10-06-2005,338.94,154.94,314.12,172.2,280.9,261.301,240.51,360.13,392.83,120.78,126.26,1198.11,53.74,11.96,2.98,0.02541027,5,97.1483
17-06-2005,356.13,156.7,316.08,177.41,283.43,266.332,240.53,367.54,398.31,122.06,129.51,1216.96,56.18,11.48,3.02,0.02541027,5,97.1483
24-06-2005,346.65,157.93,311.03,168.41,272.32,259.888,234.3,361.19,394.28,119.82,126.54,1191.57,59.04,12.18,2.98,0.02541027,5,97.1483
01-07-2005,349.52,161.75,309.96,166.93,273.44,259.586,235.12,359.19,396.77,121.4,128.29,1194.44,58.21,11.4,3.11,0.030671602,5,96.8397
08-07-2005,355.88,162.14,318.87,170.03,276.53,264.23,236.8,363.35,401.48,121.42,131.84,1211.86,60.36,11.45,3.29,0.030671602,5,96.8397
15-07-2005,349.29,162.47,329.19,171.37,279.31,269.77,240.99,365.33,407.96,122.81,132.37,1227.92,59.18,10.33,3.22,0.030671602,5,96.8397
22-07-2005,362.6,162.02,328.85,176.91,282.78,273.388,240.3,364.7,405.29,121.14,133.89,1233.68,57.3,10.52,3.26,0.030671602,5,96.8397
29-07-2005,362.63,163.52,327.96,175.91,281.96,273.761,241.5,368.09,401.6,124.88,138.36,1234.18,59.39,11.57,3.26,0.030671602,5,96.8397
05-08-2005,366.93,161.48,330.67,175.54,277.3,269.37,238.44,365.79,397.6,123.51,130.48,1226.42,61.64,12.48,3.29,0.036469345,4.9,97.1584
12-08-2005,380.77,160.35,325.38,177.02,279.44,272.068,237.65,367.66,398.11,122.17,129.53,1230.39,64.85,12.74,3.48,0.036469345,4.9,97.1584
19-08-2005,365.74,159.84,324.28,172.34,277.5,267.619,238.71,363.62,398.89,121.32,127.81,1219.71,64.92,13.42,3.54,0.036469345,4.9,97.1584
26-08-2005,363.66,162.13,322.73,166.97,273.55,263.755,236.36,359.06,391.26,119.19,127.98,1205.1,66.34,13.72,3.52,0.036469345,4.9,97.1584
02-09-2005,384.1,166.37,324.72,168.3,274.03,260.566,237.39,365.9,394.33,119.48,131.35,1218.02,68.47,13.57,3.55,0.047418335,5,95.2764
09-09-2005,398.17,168.53,330.48,171.59,278.48,266.608,240.55,374.98,399.65,120.41,133.67,1241.48,64.81,11.98,3.51,0.047418335,5,95.2764
16-09-2005,396.3,170.68,328.93,171.81,279.16,261.869,238.7,371.38,402.91,120.43,132.63,1237.91,63.84,11.22,3.49,0.047418335,5,95.2764
23-09-2005,397.76,166,322.47,167.04,274.91,254.78,234.4,364.69,394.03,117.98,128.06,1215.29,66.43,12.96,3.65,0.047418335,5,95.2764
30-09-2005,403.96,170.43,327.8,169.25,278.17,256.41,240.47,363.77,396.7,118.72,130.15,1228.81,66.06,11.92,3.77,0.047418335,5,95.2764
07-10-2005,375.02,163.83,317.27,163.95,275.73,250.34,235.84,356.07,391.29,113.79,124.41,1195.9,63.06,14.59,3.85,0.043501048,5,96.4411
14-10-2005,366.99,156.45,314.33,162.24,274.9,247.88,235.12,357.38,390.03,111.81,122.48,1186.57,62.87,14.87,3.68,0.043501048,5,96.4411
21-10-2005,348.43,153.97,317.21,163.27,271.46,246.855,235.76,350.39,394.07,112.2,122.8,1179.59,62.28,16.13,3.76,0.043501048,5,96.4411
28-10-2005,363.4,157.68,316.31,169.64,274.52,247.48,238.2,350.79,406.79,116.12,126.9,1198.41,61.33,14.25,3.76,0.043501048,5,96.4411
04-11-2005,372.81,156.62,328.01,171.61,277.99,256.88,239.02,355.2,411.24,116.97,123.62,1220.14,60.34,13.17,3.94,0.033385498,5,97.5016
11-11-2005,358.66,154.96,331.8,175.77,282.33,260.53,242.38,360.08,424.29,118.29,130.4,1234.71,58.8,11.63,4.00,0.033385498,5,97.5016
18-11-2005,369.44,157.66,337.9,180.21,289.18,261.53,241.09,361.27,425.28,120.46,131.64,1248.27,57,11.12,3.98,0.033385498,5,97.5016
25-11-2005,382.58,160.22,343.24,182.45,292.32,265.47,244.43,361.04,434.93,122.26,135.19,1268.25,58.13,10.88,4.00,0.033385498,5,97.5016
02-12-2005,381.73,159.15,346.72,185.22,292.14,264.73,242.36,360.2,429.47,122.49,134.33,1265.08,57.78,11.01,4.02,0.033385498,4.9,97.9723
09-12-2005,384.38,161.06,343.44,185.51,290.24,262.62,240.53,360,426.56,121.25,132.84,1259.37,59.83,11.69,4.00,0.033385498,4.9,97.9723
16-12-2005,379.88,164.25,340.81,184.56,293.62,264.109,245.89,367.15,430.13,120.38,131.61,1267.32,60.32,10.68,4.19,0.033385498,4.9,97.9723
23-12-2005,379.44,161.75,338.41,188.87,294.29,261.81,244.05,374.19,432.98,118.75,132.55,1268.66,57.97,10.27,4.24,0.033385498,4.9,97.9723
30-12-2005,372.73,159.66,330.81,187.12,290.6,258.39,240.17,367.49,426.4,117.42,130.33,1248.29,59.82,12.07,4.22,0.033385498,4.9,97.9723
06-01-2006,395.48,163.33,349.49,194.1,294.18,263.73,242.35,377.49,436.43,119.63,137.16,1285.45,63.39,11,4.16,0.040187891,4.7,98.127
13-01-2006,403.3,163.42,351.66,188.86,291.82,265.51,241.99,375.72,437.22,120.3,136.53,1287.61,63.74,11.23,4.23,0.040187891,4.7,98.127
20-01-2006,415.32,165.7,336.44,186.07,284.95,260.33,238.34,370.33,421.03,117.53,135.87,1261.48,66.79,14.56,4.29,0.040187891,4.7,98.127
27-01-2006,417.45,164.3,342.35,195.15,290.02,264.22,242.06,374.42,432.37,122.26,141.17,1283.72,66.82,11.97,4.26,0.040187891,4.7,98.127
03-02-2006,409.29,160.4,334.14,191.89,288.21,262.04,238.85,370.6,423.46,122.77,137.87,1264.03,66.59,12.96,4.44,0.036382536,4.8,98.1687
10-02-2006,390.89,160.85,338.57,190.57,292.62,262.79,239.08,370.43,427.78,125.93,137.89,1266.99,63.06,12.87,4.50,0.036382536,4.8,98.1687
17-02-2006,395,163.37,340.78,194.84,297.85,265.79,243.44,378.2,435.02,131.91,141.94,1287.24,59.37,12.01,4.49,0.036382536,4.8,98.1687
24-02-2006,398.9,164.24,337.6,195.51,298.12,264.2,244.07,377.72,441.14,129.54,143.49,1289.43,59.93,11.46,4.49,0.036382536,4.8,98.1687
03-03-2006,401.74,163.46,342.74,195.14,298.57,264.16,242.38,374.03,435.29,130.04,142.94,1287.23,62.27,11.96,4.50,0.034179182,4.7,98.3913
10-03-2006,383.45,159.69,337.13,192.87,299.72,263.16,247.81,374.67,436.7,132.76,146.91,1281.58,60.89,11.85,4.51,0.034179182,4.7,98.3913
17-03-2006,400.6,162.98,343.19,199.42,309.23,268.47,247.12,379.52,445.15,133.36,152.71,1307.25,62.64,12.12,4.51,0.034179182,4.7,98.3913
24-03-2006,401.63,159.96,342.22,198.01,308.39,266.83,246.91,378.87,442.39,134.49,148.06,1302.95,61.36,11.19,4.57,0.034179182,4.7,98.3913
31-03-2006,404.78,156.4,344.06,199.86,309.53,265.34,242.52,370.66,437.45,133.14,148.47,1294.83,65.67,11.39,4.70,0.034179182,4.7,98.3913
07-04-2006,411.53,155.09,347.12,202.8,309.72,267.25,240.92,362.61,437.93,131.89,142.47,1295.5,66.56,12.26,4.88,0.036138358,4.7,98.6826
14-04-2006,413.81,153.29,344.64,203.32,309.69,265.37,239.11,359.39,436.28,129.11,138.58,1289.12,68.85,12.38,4.76,0.036138358,4.7,98.6826
21-04-2006,441.89,158.49,345.3,211.79,318.04,265.88,240.14,360.71,444.87,127.26,144.12,1311.28,71.87,11.59,4.77,0.036138358,4.7,98.6826
28-04-2006,425.48,158.61,340.1,206.93,315.72,268.71,244.01,358.73,455.21,129.26,143,1310.61,70.38,11.59,4.74,0.036138358,4.7,98.6826
05-05-2006,435.98,162.7,341.28,213.5,325.66,273.04,246.54,356.48,458.09,128.83,144.37,1325.76,72.14,11.62,4.83,0.039772727,4.6,98.7074
12-05-2006,422.11,158.02,325.34,208.12,318.4,269.17,242.82,351.47,445.36,126.07,140.13,1291.24,71.5,14.19,4.84,0.039772727,4.6,98.7074
19-05-2006,402.66,156.98,318.48,198.14,310.45,265.72,242.51,350.59,436.78,124.83,137.53,1267.03,69.07,17.18,5.00,0.039772727,4.6,98.7074
26-05-2006,411.17,159.85,321.48,200.16,311.45,265.61,247.83,353.38,441.18,126.4,141.17,1280.16,70.35,14.26,4.98,0.039772727,4.6,98.7074
02-06-2006,419.08,164.06,319.87,201.79,313.28,267.49,245.99,356.82,444.64,128.25,144.45,1288.22,71.53,14.32,5.01,0.041817243,4.6,99.0398
09-06-2006,393.46,163.54,305.98,188.49,301.17,260.92,243.82,352,437.94,127.04,145.43,1252.3,71.54,18.12,4.99,0.041817243,4.6,99.0398
16-06-2006,395.61,163.02,309.03,189.07,304.77,261.35,244.24,351.8,427.91,130.08,143.83,1251.54,69.48,17.25,5.00,0.041817243,4.6,99.0398
23-06-2006,395.83,160.5,306.79,191.05,303.41,259.25,244.51,347.5,425.59,128.38,141.84,1244.5,69.94,15.89,4.95,0.041817243,4.6,99.0398
30-06-2006,420.35,163.8,310.42,197.79,308.1,263.41,248.12,350.69,434.13,131.25,146.39,1270.2,72.65,13.08,5.00,0.041817243,4.6,99.0398
07-07-2006,422.51,165.03,304.95,196.15,303.48,259.6,250.13,352.71,434.99,130,148.31,1265.48,74.65,13.97,5.14,0.041046691,4.7,98.9751
14-07-2006,433.03,165.48,290.67,189.81,292.17,247.82,247,347.54,425.09,125.55,146.66,1236.2,75.21,18.05,5.24,0.041046691,4.7,98.9751
21-07-2006,411.56,169.9,288.34,185.44,290.21,247.44,250.81,358.84,433.77,127.42,147.85,1240.29,73.98,17.4,5.25,0.041046691,4.7,98.9751
28-07-2006,435.48,172.3,299.37,189.85,293.38,254.6,253.75,371.44,445.49,137.47,154.51,1278.55,73.87,14.33,5.24,0.041046691,4.7,98.9751
04-08-2006,438.68,172.28,298,192.29,293.25,256.25,254.27,369.18,446.08,136.92,155.42,1279.36,75.2,14.34,5.27,0.039265681,4.7,99.4047
11-08-2006,441.02,171.35,297.97,189.46,285.89,252.54,255.35,365.63,437.47,134.7,149.15,1266.74,75.63,14.3,5.25,0.039265681,4.7,99.4047
18-08-2006,436.03,173.25,318.7,195.09,297.78,260.6,258.59,374.1,449.46,135.57,152.8,1302.3,71.79,11.64,5.23,0.039265681,4.7,99.4047
25-08-2006,441.54,173.28,316.25,194.37,292.02,253.87,258.89,376.17,445.68,135.91,154.16,1295.09,72.12,12.31,5.24,0.039265681,4.7,99.4047
01-09-2006,427.79,175.41,324.44,198.19,296.98,261.92,263.1,381.46,448.52,139.86,155.46,1311.01,70.01,11.96,5.25,0.020120724,4.5,99.2246
08-09-2006,411.86,173.07,321.25,195.12,294.34,262.14,262.04,378.18,447.57,138.75,156.48,1298.92,67.53,13.16,5.25,0.020120724,4.5,99.2246
15-09-2006,396.31,171.35,332.12,193.13,301.19,271.91,263.01,384.7,459.48,141.57,161.06,1319.87,63.98,11.76,5.23,0.020120724,4.5,99.2246
22-09-2006,394.27,170.21,329.36,192.39,297.77,271.07,261.95,381.89,460.15,144.73,160.02,1314.78,61.4,12.59,5.24,0.020120724,4.5,99.2246
29-09-2006,411.38,172.33,336.28,195.56,306.29,275.84,260.75,384.92,465.83,143.89,160.65,1335.85,61.94,11.98,5.27,0.020120724,4.5,99.2246
06-10-2006,406.16,173.29,341.1,197.46,314.41,283.16,260.22,385.85,472.58,143.5,164.54,1349.58,59.77,11.56,5.30,0.014063285,4.4,99.1229
13-10-2006,414.44,175.18,350.33,202.32,316.97,288.84,259.88,383.91,476.3,146.87,168.46,1365.62,58.58,10.75,5.23,0.014063285,4.4,99.1229
20-10-2006,421.35,180.75,347.83,202.15,313.85,287.56,262.37,392.61,472.07,149.04,169.82,1368.6,58.48,10.63,5.23,0.014063285,4.4,99.1229
27-10-2006,431.89,181.19,346.14,206,312.84,292.61,266.3,389.78,475.6,151.36,171.24,1377.34,58.88,10.8,5.24,0.014063285,4.4,99.1229
03-11-2006,435.01,180.09,345.3,205.43,309.63,288.73,261.57,383.6,470.12,147.92,165.31,1364.3,58.55,11.16,5.25,0.019687027,4.5,99.0963
10-11-2006,442.98,181.82,354.63,208,315.44,294.34,262.05,376.46,478.64,146.57,167.59,1380.9,59.96,10.79,5.24,0.019687027,4.5,99.0963
17-11-2006,439.13,182.18,363.95,209.11,323.43,300.02,265.44,384.9,483.76,147.41,169.84,1401.2,57.56,10.05,5.25,0.019687027,4.5,99.0963
24-11-2006,440.86,182.63,366.68,216.05,322.68,298.85,263.92,381.56,483.37,145.71,180.63,1400.95,57.24,10.73,5.24,0.019687027,4.5,99.0963
01-12-2006,466.54,185.53,357.79,214.2,318.55,296.09,261.96,384.89,475.4,148.15,179.72,1396.71,62.02,11.66,5.26,0.025239778,4.4,100.1125
08-12-2006,462.11,185.38,359.2,219.09,321.21,300.87,267.34,384.61,484.35,150.88,179.44,1409.84,62.32,12.07,5.25,0.025239778,4.4,100.1125
15-12-2006,470.36,187.96,362.79,220.25,324.29,303.52,268.45,388.1,493.54,153.69,177.41,1427.09,61.91,10.05,5.24,0.025239778,4.4,100.1125
22-12-2006,452.91,186.07,353.39,214.52,322.45,301.74,267.62,387.26,492.58,151.98,174.35,1410.77,62.4,11.36,5.25,0.025239778,4.4,100.1125
29-12-2006,455.53,186.6,356.28,216.56,322.63,302.92,268.41,388.74,495.31,155.15,178.23,1418.3,60.66,11.56,5.24,0.025239778,4.4,100.1125
05-01-2007,433.57,183.44,361.49,212.61,321.58,301.71,268.66,390.89,491.76,151.96,175.41,1409.71,57.76,12.14,5.22,0.020757652,4.6,99.7546
12-01-2007,429.37,182.1,371.38,218.86,327.68,309.89,272.72,397.24,497.79,151.74,183.74,1430.73,54.11,10.15,5.23,0.020757652,4.6,99.7546
19-01-2007,437.17,183.37,358.76,222.25,327.06,312.81,273.63,402.42,497.41,152.69,189.1,1430.5,51.51,10.4,5.24,0.020757652,4.6,99.7546
26-01-2007,439.16,184.52,357.62,224.19,321.99,306.53,271.98,396.66,495.48,156.33,192.95,1422.18,53.57,11.13,5.25,0.020757652,4.6,99.7546
02-02-2007,453.52,188.22,361.48,227.51,331.49,313.25,274.56,402.99,502.59,160.58,196.04,1448.39,57.11,10.08,5.27,0.024202608,4.5,100.7166
09-02-2007,450.58,192.92,358.81,227.68,327.2,311.22,271.56,399.52,499.33,157.66,198.85,1438.06,58.99,11.1,5.25,0.024202608,4.5,100.7166
16-02-2007,446.65,193.41,363.75,235.47,333.89,314.73,275.35,402.3,507.25,160.92,198.1,1455.54,58.41,10.02,5.26,0.024202608,4.5,100.7166
23-02-2007,451.66,195.68,365,237.71,331.55,314.17,274.05,398.16,501.4,160.56,194.77,1451.19,59.57,10.58,5.25,0.024202608,4.5,100.7166
02-03-2007,428.92,192.45,344.03,225.53,317.92,297.93,265.54,385.42,476.6,157.37,181.81,1387.17,61.64,18.61,5.28,0.027981973,4.4,100.8952
09-03-2007,440.17,192.82,347.84,230.34,321.23,301.16,268.33,389.01,480.85,157.46,184.23,1402.85,60.85,14.09,5.25,0.027981973,4.4,100.8952
16-03-2007,433.25,194.42,347.88,229.27,320.31,295.15,265.96,384.04,469.48,157.6,180.59,1386.95,57.94,16.79,5.25,0.027981973,4.4,100.8952
23-03-2007,462.18,202.28,356.07,236.59,330.98,304.92,273.46,394.19,487.65,164.2,185.75,1436.11,58.26,12.95,5.26,0.027981973,4.4,100.8952
30-03-2007,463.37,202.34,352.34,234.71,324.51,299.93,272.68,391.15,478.27,165.02,181.85,1420.86,64.18,14.64,5.26,0.027981973,4.4,100.8952
06-04-2007,474.05,206.5,360.99,237.69,325.98,306.19,277.48,401.64,481.1,165.62,184.16,1443.76,64.82,13.23,5.26,0.025929248,4.5,101.5723
13-04-2007,483.66,206.4,361.69,240.17,328.69,306.91,277.94,410.88,480.86,164.23,182.23,1452.85,62.58,12.2,5.28,0.025929248,4.5,101.5723
20-04-2007,487.55,210.7,367.54,241.64,335.42,311.99,283.12,420.03,499.53,167.67,183.89,1484.35,63.06,12.07,5.24,0.025929248,4.5,101.5723
27-04-2007,493.36,212.49,375.04,243,342.74,311.5,281.84,420.65,500.68,164.83,183.81,1494.07,65.26,12.45,5.23,0.025929248,4.5,101.5723
04-05-2007,497.19,213.71,378.58,243.5,345.52,311.1,281.38,425.46,505.27,170.77,179.56,1505.62,63.82,12.91,5.25,0.027098857,4.4,101.6269
11-05-2007,499.51,214.1,381.79,245.4,346.47,309.9,278.77,420.17,505.96,172.09,181.12,1505.85,61.9,12.95,5.23,0.027098857,4.4,101.6269
18-05-2007,518.85,216.49,382.16,249,348.24,313.76,283.58,424.21,507.51,176.76,169.83,1522.75,63.61,12.76,5.27,0.027098857,4.4,101.6269
25-05-2007,518.85,207.14,378.77,248.32,349.57,313.02,282.49,424.26,503.67,177.75,170.49,1515.73,64.89,13.34,5.24,0.027098857,4.4,101.6269
01-06-2007,526.52,210.07,386.39,255.02,355.48,317.57,287.18,425.47,508.86,178.85,182.31,1536.34,63.94,12.78,5.28,0.026927651,4.6,101.6547
08-06-2007,519.05,198.74,382.54,248.76,351.09,310.54,282.32,415.13,498.21,177.05,174.68,1507.67,65.9,14.84,5.24,0.026927651,4.6,101.6547
15-06-2007,542.71,205.78,390,254.03,358.72,313.91,282.57,418.55,504.14,176.78,173.42,1532.91,66.62,13.94,5.26,0.026927651,4.6,101.6547
22-06-2007,532.83,196.7,386.63,252.69,355.21,310.17,277.28,405.66,489.46,172.17,165.01,1502.56,68.78,15.75,5.25,0.026927651,4.6,101.6547
29-06-2007,529.71,200.1,388.21,250.1,354.5,310.21,278.44,409.01,485.41,176.21,163.54,1503.35,69.13,16.23,5.25,0.026927651,4.6,101.6547
06-07-2007,546.86,202.13,398.46,256.57,360.41,317.07,280.94,413.76,492.27,176.21,169.99,1530.44,71.78,14.72,5.28,0.023178906,4.7,101.4953
13-07-2007,568.44,206.85,406.1,265.44,369.53,316.445,284.58,417.58,493.38,175.41,169.32,1552.5,72.79,15.15,5.23,0.023178906,4.7,101.4953
20-07-2007,570.66,205.76,407.6,263.62,371.83,311.57,280.13,408.48,476.26,173.07,164.43,1534.1,74.92,16.95,5.27,0.023178906,4.7,101.4953
27-07-2007,532.45,191.15,390.96,241.19,357.14,292.9661,272.58,391.69,449.3,170.77,150.66,1458.95,75.15,24.17,5.26,0.023178906,4.7,101.4953
03-08-2007,510.28,191.54,384.77,237.65,355.16,287.12,273.06,391.28,432.23,170.92,150.76,1433.06,76.75,25.16,5.27,0.018974485,4.6,101.6943
10-08-2007,525.02,198.46,386.31,240.24,351.8,288.3,279.08,394.75,448.47,166.97,155.95,1453.64,71.92,28.3,5.25,0.018974485,4.6,101.6943
17-08-2007,518.61,196.21,379.37,228.9,347.38,281.86,276.89,393.08,461.17,166.83,155.68,1445.94,72.05,29.99,4.79,0.018974485,4.6,101.6943
24-08-2007,533.09,201,391.58,242.85,358.05,290.95,279.71,400.45,463.88,172.78,159.2,1479.37,70.19,20.72,4.91,0.018974485,4.6,101.6943
31-08-2007,536.35,195.99,397.04,242.48,357.33,292.82,278.51,399.84,452.46,170.99,160.19,1473.99,72.93,23.38,5.11,0.018974485,4.6,101.6943
07-09-2007,542.21,196.46,392.77,238.86,351.48,283.45,275.35,397.21,440.74,166.75,155.89,1453.55,75.96,26.23,5.03,0.028338264,4.7,101.9428
14-09-2007,558.6,201.14,395.32,244.33,359.92,289.62,281.64,404.02,452.19,171.02,160.08,1484.25,78.95,24.92,4.98,0.028338264,4.7,101.9428
21-09-2007,584.92,205.81,405.96,258.44,370.44,293.31,286.55,411.65,464.45,179.22,165.7,1525.75,82.26,19,5.12,0.028338264,4.7,101.9428
28-09-2007,579.47,202.43,411.97,260.99,373.48,289.95,290.1,411.58,461.49,178.61,167.23,1526.75,81.7,18,4.78,0.028338264,4.7,101.9428
05-10-2007,578.05,207.8,418.82,265.61,378.62,299.99,290.28,420.27,482.01,179.54,177,1557.59,80.59,16.91,4.72,0.036106984,4.7,101.6446
12-10-2007,593.12,210.11,424.77,268.51,375.67,298.44,292.87,420.23,475.86,178.7,171.93,1561.8,81.46,17.73,4.75,0.036106984,4.7,101.6446
19-10-2007,574.74,201.63,416.04,258.2,361.96,284.03,287.47,408.83,439.58,174.6,159.71,1500.63,87.8,22.96,4.74,0.036106984,4.7,101.6446
26-10-2007,588.3,211.22,429.67,267.59,366.86,287.88,294.12,414.39,451.5,175.89,164.81,1535.28,89.23,19.56,4.73,0.036106984,4.7,101.6446
02-11-2007,575.56,212.46,437.5,264.01,365.99,281.6,290.74,411.24,424.24,171.26,158.32,1509.65,93.46,23.01,4.78,0.043732673,4.7,102.2167
09-11-2007,566.75,212.27,398.71,257.88,354.08,268.3,290.18,404.62,406.32,165.52,151.22,1453.7,95.81,28.5,4.33,0.043732673,4.7,102.2167
16-11-2007,551.95,211.06,404.7,249.55,352.38,268.23,297.67,412.83,408.13,166.58,150.92,1458.74,93.56,25.49,4.54,0.043732673,4.7,102.2167
23-11-2007,561.95,212.57,399.66,244.8,347.83,263.99,296.87,409.04,393.74,160.63,146.28,1440.7,97.93,25.61,4.51,0.043732673,4.7,102.2167
30-11-2007,562.13,216.03,405.64,257.59,357.47,273.03,303.33,422.81,415.89,163.23,151.55,1481.14,92.47,22.87,4.53,0.043732673,4.7,102.2167
07-12-2007,581.9,223.28,416.1,266.45,363.48,273.81,305.47,425.2,418.11,165.82,155.51,1504.66,88.71,20.85,4.55,0.041088134,5,102.2764
14-12-2007,582.59,218.35,411.41,258.94,355.86,261.73,301.97,415.01,392.53,168.82,142.88,1467.95,91.18,23.27,4.39,0.041088134,5,102.2764
21-12-2007,600.67,219.19,418.66,263.25,357.43,263.14,303.87,417.9,395.13,169.37,143.84,1484.46,91.16,18.47,4.21,0.041088134,5,102.2764
28-12-2007,610.8,218,416.49,262.11,356.99,260.22,302.68,413.36,389.43,171.17,140.48,1478.49,95.64,20.74,4.21,0.041088134,5,102.2764
04-01-2008,594.11,214.6,384.18,254.02,341.26,243.58,292.93,404.16,369.07,164.2,130.3,1411.63,98.17,23.94,3.77,0.042946957,5,102.1493
11-01-2008,576.81,219.88,372.41,249.62,330.81,238.86,295.75,423.68,370.88,156.76,131.43,1401.02,94.76,23.68,4.23,0.042946957,5,102.1493
18-01-2008,528.5,202.83,360.77,233.66,317.35,234.34,283.59,403.12,342.03,144.05,125.39,1325.19,91.51,27.18,4.24,0.042946957,5,102.1493
25-01-2008,525.48,193.81,353.57,239.9,325.73,243.56,277.89,382.23,366.19,141.54,137.12,1330.61,89.41,29.08,4.00,0.042946957,5,102.1493
01-02-2008,540.81,204.25,363.18,254.88,343.8,259.87,286.14,393.53,397.21,151.22,147.05,1395.42,91.14,24.02,3.50,0.041429593,4.9,101.7756
08-02-2008,525.39,197.79,345.17,246.79,328.27,248.33,280.01,383.53,363.08,142.91,134.3,1331.29,89.08,28.01,3.01,0.041429593,4.9,101.7756
15-02-2008,550.12,200.42,347.9,251.23,333.36,253.32,284.79,386.63,359.25,148.55,135.25,1350,94.13,25.02,3.00,0.041429593,4.9,101.7756
22-02-2008,564.8,198.81,347.76,256.39,332.07,252.73,285.76,384.06,362.89,139.38,136.68,1353.11,99.61,24.06,2.98,0.041429593,4.9,101.7756
29-02-2008,572.93,190.38,345.2,254.01,328.13,245.68,282.83,379.69,345.16,137.08,134.45,1330.63,100.84,26.54,2.96,0.041429593,4.9,101.7756
07-03-2008,553.8,190.5,341.03,245.81,320.66,237.82,281.4,367.58,324.62,135.54,132.35,1293.37,103.44,27.49,3.00,0.039749036,5.1,101.4508
14-03-2008,562.06,191.28,341.21,253.75,324.73,236.19,279.81,355.6,318.52,132.86,134.27,1288.14,109.35,31.16,2.97,0.039749036,5.1,101.4508
21-03-2008,539.99,191.44,349.81,239.55,335.73,247.26,288.17,364.38,356.51,140.16,146.78,1329.51,105.28,26.62,2.70,0.039749036,5.1,101.4508
